Дата;Часы;Факт, Мвт*ч;Плановая температура;
16.09.2013;7;7,783;13;
16.09.2013;8;7,665;15;
16.09.2013;9;7,699;17;
16.09.2013;10;7,876;19;
16.09.2013;11;7,968;20;
16.09.2013;12;7,921;21;
16.09.2013;13;7,897;22;
16.09.2013;14;8,093;22;
16.09.2013;15;8,149;21;
16.09.2013;16;8,295;20;
16.09.2013;17;8,056;19;
16.09.2013;18;8,098;17;
16.09.2013;19;7,724;16;
16.09.2013;20;7,725;15;
16.09.2013;21;7,829;14;
16.09.2013;22;7,951;13;
16.09.2013;23;7,863;12;
17.09.2013;0;7,854;11;
17.09.2013;1;8,019;11;
17.09.2013;2;8,051;10;
17.09.2013;3;7,993;9;
17.09.2013;4;8,115;9;
17.09.2013;5;8,065;9;
17.09.2013;6;8,148;10;
17.09.2013;7;8,106;11;
17.09.2013;8;8,094;12;
17.09.2013;9;8,156;14;
17.09.2013;10;8,246;15;
17.09.2013;11;8,312;16;
17.09.2013;12;8,422;17;
17.09.2013;13;8,341;18;
17.09.2013;14;8,321;18;
17.09.2013;15;8,337;18;
17.09.2013;16;8,283;17;
17.09.2013;17;8,245;16;
17.09.2013;18;8,157;14;
17.09.2013;19;8,047;13;
17.09.2013;20;8,031;12;
17.09.2013;21;7,959;11;
17.09.2013;22;8,056;10;
17.09.2013;23;7,91;9;
18.09.2013;0;7,971;9;
18.09.2013;1;7,808;8;
18.09.2013;2;7,847;7;
18.09.2013;3;7,9;7;
18.09.2013;4;7,863;6;
18.09.2013;5;7,984;7;
18.09.2013;6;7,859;8;
18.09.2013;7;7,653;10;
18.09.2013;8;7,627;12;
18.09.2013;9;7,401;14;
18.09.2013;10;7,439;16;
18.09.2013;11;7,494;17;
18.09.2013;12;7,58;18;
18.09.2013;13;7,683;19;
18.09.2013;14;7,98;20;
18.09.2013;15;7,838;19;
18.09.2013;16;7,816;19;
18.09.2013;17;7,695;17;
18.09.2013;18;7,67;16;
18.09.2013;19;7,661;15;
18.09.2013;20;7,678;14;
18.09.2013;21;7,644;13;
18.09.2013;22;7,511;12;
18.09.2013;23;7,611;12;
19.09.2013;0;7,585;9;
19.09.2013;1;7,611;8;
19.09.2013;2;7,564;7;
19.09.2013;3;7,716;7;
19.09.2013;4;7,711;6;
19.09.2013;5;7,658;6;
19.09.2013;6;7,749;6;
19.09.2013;7;8,039;8;
19.09.2013;8;7,917;10;
19.09.2013;9;7,968;11;
19.09.2013;10;7,88;13;
19.09.2013;11;7,959;13;
19.09.2013;12;8,006;14;
19.09.2013;13;8,203;15;
19.09.2013;14;8,199;15;
19.09.2013;15;8,551;15;
19.09.2013;16;8,128;14;
19.09.2013;17;7,926;13;
19.09.2013;18;7,947;12;
19.09.2013;19;7,996;10;
19.09.2013;20;8,183;10;
19.09.2013;21;8,127;9;
19.09.2013;22;8,14;8;
19.09.2013;23;7,984;7;
20.09.2013;0;7,998;6;
20.09.2013;1;7,993;6;
20.09.2013;2;7,867;6;
20.09.2013;3;8,135;5;
20.09.2013;4;8,115;5;
20.09.2013;5;8,082;5;
20.09.2013;6;8,392;6;
20.09.2013;7;8,299;8;
20.09.2013;8;8,346;11;
20.09.2013;9;8,472;15;
20.09.2013;10;8,594;17;
20.09.2013;11;8,79;19;
20.09.2013;12;8,716;20;
20.09.2013;13;8,501;21;
20.09.2013;14;8,702;22;
20.09.2013;15;8,724;22;
20.09.2013;16;8,741;21;
20.09.2013;17;8,443;20;
20.09.2013;18;8,219;18;
20.09.2013;19;8,25;16;
20.09.2013;20;8,509;15;
20.09.2013;21;8,464;14;
20.09.2013;22;8,517;14;
20.09.2013;23;8,367;13;
21.09.2013;0;8,246;13;
21.09.2013;1;8,379;13;
21.09.2013;2;8,161;13;
21.09.2013;3;8,115;12;
21.09.2013;4;8,094;12;
21.09.2013;5;8,19;12;
21.09.2013;6;8,085;12;
21.09.2013;7;8,346;14;
21.09.2013;8;8,43;16;
21.09.2013;9;8,627;18;
21.09.2013;10;8,669;19;
21.09.2013;11;8,741;19;
21.09.2013;12;8,795;19;
21.09.2013;13;8,841;19;
21.09.2013;14;8,619;19;
21.09.2013;15;8,581;19;
21.09.2013;16;8,48;19;
21.09.2013;17;8,434;18;
21.09.2013;18;8,367;17;
21.09.2013;19;8,216;16;
21.09.2013;20;8,27;16;
21.09.2013;21;8,396;15;
21.09.2013;22;8,22;14;
21.09.2013;23;8,178;14;
22.09.2013;0;7,921;14;
22.09.2013;1;8,086;14;
22.09.2013;2;7,93;13;
22.09.2013;3;8,186;13;
22.09.2013;4;8,098;13;
22.09.2013;5;8,207;13;
22.09.2013;6;7,96;14;
22.09.2013;7;8,153;16;
22.09.2013;8;7,983;17;
22.09.2013;9;8,208;19;
22.09.2013;10;8,296;21;
22.09.2013;11;8,442;22;
22.09.2013;12;8,4;23;
22.09.2013;13;8,443;23;
22.09.2013;14;8,497;24;
22.09.2013;15;8,4;23;
22.09.2013;16;8,35;22;
22.09.2013;17;8,186;21;
22.09.2013;18;8,267;20;
22.09.2013;19;8,403;19;
22.09.2013;20;8,212;18;
22.09.2013;21;8,258;17;
22.09.2013;22;8,128;17;
22.09.2013;23;7,933;16;
23.09.2013;0;7,88;15;
23.09.2013;1;8,039;15;
23.09.2013;2;7,952;14;
23.09.2013;3;7,975;13;
23.09.2013;4;8,023;13;
23.09.2013;5;7,88;13;
23.09.2013;6;7,997;14;
23.09.2013;7;8,059;16;
23.09.2013;8;8,283;18;
23.09.2013;9;8,569;20;
23.09.2013;10;8,762;22;
23.09.2013;11;8,832;24;
23.09.2013;12;8,846;25;
23.09.2013;13;9,094;25;
23.09.2013;14;9,126;25;
23.09.2013;15;8,917;25;
23.09.2013;16;8,661;24;
23.09.2013;17;8,355;22;
23.09.2013;18;8,29;21;
23.09.2013;19;8,183;19;
23.09.2013;20;8,026;18;
23.09.2013;21;7,83;17;
23.09.2013;22;7,904;16;
23.09.2013;23;8,077;15;
24.09.2013;0;8,002;14;
24.09.2013;1;7,934;13;
24.09.2013;2;8,081;13;
24.09.2013;3;8,001;12;
24.09.2013;4;7,964;11;
24.09.2013;5;7,834;12;
24.09.2013;6;7,954;13;
24.09.2013;7;7,989;14;
24.09.2013;8;8,036;16;
24.09.2013;9;8,211;19;
24.09.2013;10;8,534;21;
24.09.2013;11;8,72;22;
24.09.2013;12;8,871;23;
24.09.2013;13;9,048;24;
24.09.2013;14;8,924;24;
24.09.2013;15;8,955;24;
24.09.2013;16;8,536;22;
24.09.2013;17;8,35;21;
24.09.2013;18;8,227;19;
24.09.2013;19;8,178;17;
24.09.2013;20;8,078;16;
24.09.2013;21;8,098;14;
24.09.2013;22;7,908;13;
24.09.2013;23;7,901;12;
25.09.2013;0;7,96;12;
25.09.2013;1;8,014;11;
25.09.2013;2;7,996;10;
25.09.2013;3;7,842;10;
25.09.2013;4;7,825;9;
25.09.2013;5;7,607;10;
25.09.2013;6;7,892;11;
25.09.2013;7;7,758;13;
25.09.2013;8;8,039;15;
25.09.2013;9;8,275;18;
25.09.2013;10;8,219;20;
25.09.2013;11;8,468;21;
25.09.2013;12;8,489;22;
25.09.2013;13;8,22;22;
25.09.2013;14;8,051;22;
25.09.2013;15;8,132;21;
25.09.2013;16;8,09;20;
25.09.2013;17;8,32;18;
25.09.2013;18;8,304;17;
25.09.2013;19;8,031;15;
25.09.2013;20;8,043;14;
25.09.2013;21;8,001;14;
25.09.2013;22;8,023;13;
25.09.2013;23;7,863;12;
26.09.2013;0;8,144;11;
26.09.2013;1;8,223;11;
26.09.2013;2;8,216;10;
26.09.2013;3;8,111;10;
26.09.2013;4;8,094;9;
26.09.2013;5;8,06;9;
26.09.2013;6;8,211;10;
26.09.2013;7;8,145;11;
26.09.2013;8;8,228;12;
26.09.2013;9;8,16;14;
26.09.2013;10;8,204;15;
26.09.2013;11;8,186;17;
26.09.2013;12;8,279;18;
26.09.2013;13;8,475;18;
26.09.2013;14;8,481;19;
26.09.2013;15;8,459;18;
26.09.2013;16;8,539;17;
26.09.2013;17;8,362;16;
26.09.2013;18;8,216;15;
26.09.2013;19;8,229;14;
26.09.2013;20;8,105;13;
26.09.2013;21;8,031;12;
26.09.2013;22;7,872;12;
26.09.2013;23;7,918;11;
27.09.2013;0;7,908;10;
27.09.2013;1;8,06;9;
27.09.2013;2;8,174;9;
27.09.2013;3;8,031;8;
27.09.2013;4;7,934;8;
27.09.2013;5;7,8;8;
27.09.2013;6;7,951;9;
27.09.2013;7;7,968;10;
27.09.2013;8;8,118;13;
27.09.2013;9;8,128;15;
27.09.2013;10;8,241;16;
27.09.2013;11;8,312;17;
27.09.2013;12;8,421;17;
27.09.2013;13;8,304;17;
27.09.2013;14;8,43;17;
27.09.2013;15;8,421;17;
27.09.2013;16;8,363;16;
27.09.2013;17;8,241;15;
27.09.2013;18;8,262;13;
27.09.2013;19;8,194;12;
27.09.2013;20;8,149;11;
27.09.2013;21;8,232;11;
27.09.2013;22;8,098;10;
27.09.2013;23;8,333;9;
28.09.2013;0;8,035;10;
28.09.2013;1;8,191;9;
28.09.2013;2;8,022;9;
28.09.2013;3;8,001;9;
28.09.2013;4;7,968;9;
28.09.2013;5;8,078;9;
28.09.2013;6;7,933;9;
28.09.2013;7;7,964;10;
28.09.2013;8;7,909;12;
28.09.2013;9;8,128;13;
28.09.2013;10;8,37;15;
28.09.2013;11;8,187;16;
28.09.2013;12;8,325;16;
28.09.2013;13;8,441;17;
28.09.2013;14;8,426;17;
28.09.2013;15;8,439;17;
28.09.2013;16;8,329;16;
28.09.2013;17;8,144;15;
28.09.2013;18;7,98;13;
28.09.2013;19;8,103;12;
28.09.2013;20;8,122;12;
28.09.2013;21;8,006;12;
28.09.2013;22;8,086;13;
28.09.2013;23;7,951;13;
29.09.2013;0;7,879;13;
29.09.2013;1;7,976;13;
29.09.2013;2;7,767;13;
29.09.2013;3;7,985;12;
29.09.2013;4;7,862;12;
29.09.2013;5;7,838;12;
29.09.2013;6;7,728;12;
29.09.2013;7;7,896;13;
29.09.2013;8;8,044;14;
29.09.2013;9;8,073;15;
29.09.2013;10;8,174;16;
29.09.2013;11;8,088;17;
29.09.2013;12;8,158;17;
29.09.2013;13;8,224;17;
29.09.2013;14;8,169;17;
29.09.2013;15;8,358;17;
29.09.2013;16;8,132;16;
29.09.2013;17;8,279;15;
29.09.2013;18;8,169;14;
29.09.2013;19;8,064;13;
29.09.2013;20;8,036;12;
29.09.2013;21;7,98;12;
29.09.2013;22;8,018;11;
29.09.2013;23;7,804;10;
30.09.2013;0;7,955;10;
30.09.2013;1;7,897;10;
30.09.2013;2;7,963;9;
30.09.2013;3;7,699;9;
30.09.2013;4;7,733;8;
30.09.2013;5;7,72;8;
30.09.2013;6;7,782;9;
30.09.2013;7;7,805;10;
30.09.2013;8;7,871;12;
30.09.2013;9;7,893;13;
30.09.2013;10;8,097;15;
30.09.2013;11;8,027;16;
30.09.2013;12;8,027;17;
30.09.2013;13;8,093;18;
30.09.2013;14;8,245;18;
30.09.2013;15;8,136;18;
30.09.2013;16;8,073;17;
30.09.2013;17;8,03;16;
30.09.2013;18;7,842;15;
30.09.2013;19;7,888;14;
30.09.2013;20;7,981;14;
30.09.2013;21;8,097;13;
30.09.2013;22;7,96;13;
30.09.2013;23;8,065;12;
01.10.2013;0;8,061;12;
01.10.2013;1;7,962;11;
01.10.2013;2;7,926;11;
01.10.2013;3;7,863;10;
01.10.2013;4;7,868;9;
01.10.2013;5;8,005;9;
01.10.2013;6;8,001;10;
01.10.2013;7;7,993;12;
01.10.2013;8;7,935;14;
01.10.2013;9;8,228;16;
01.10.2013;10;8,177;18;
01.10.2013;11;8,401;20;
01.10.2013;12;8,611;21;
01.10.2013;13;8,677;22;
01.10.2013;14;8,669;22;
01.10.2013;15;9,06;22;
01.10.2013;16;8,64;21;
01.10.2013;17;8,526;19;
01.10.2013;18;8,405;17;
01.10.2013;19;8,094;16;
01.10.2013;20;8,056;15;
01.10.2013;21;8,127;15;
01.10.2013;22;8,262;14;
01.10.2013;23;8,312;13;
02.10.2013;0;8,077;13;
02.10.2013;1;8,136;12;
02.10.2013;2;7,972;12;
02.10.2013;3;7,921;11;
02.10.2013;4;7,956;11;
02.10.2013;5;7,938;11;
02.10.2013;6;7,829;11;
02.10.2013;7;7,947;12;
02.10.2013;8;8,123;13;
02.10.2013;9;8,106;14;
02.10.2013;10;8,094;15;
02.10.2013;11;8,191;15;
02.10.2013;12;8,128;16;
02.10.2013;13;8,269;16;
02.10.2013;14;8,354;16;
02.10.2013;15;8,317;16;
02.10.2013;16;8,254;15;
02.10.2013;17;8,223;14;
02.10.2013;18;8,132;12;
02.10.2013;19;8,01;12;
02.10.2013;20;8,027;11;
02.10.2013;21;8,097;10;
02.10.2013;22;8,35;10;
02.10.2013;23;8,241;9;
03.10.2013;0;8,258;11;
03.10.2013;1;8,169;11;
03.10.2013;2;7,938;10;
03.10.2013;3;8,103;10;
03.10.2013;4;7,901;10;
03.10.2013;5;8,194;9;
03.10.2013;6;7,976;9;
03.10.2013;7;8,027;10;
03.10.2013;8;7,972;11;
03.10.2013;9;7,712;12;
03.10.2013;10;7,82;13;
03.10.2013;11;7,838;14;
03.10.2013;12;8,002;14;
03.10.2013;13;8,076;15;
03.10.2013;14;7,909;15;
03.10.2013;15;8,002;14;
03.10.2013;16;7,757;14;
03.10.2013;17;7,737;13;
03.10.2013;18;7,56;12;
03.10.2013;19;7,708;11;
03.10.2013;20;7,88;10;
03.10.2013;21;7,938;10;
03.10.2013;22;7,98;9;
03.10.2013;23;7,712;9;
04.10.2013;0;7,716;9;
04.10.2013;1;7,674;8;
04.10.2013;2;7,838;8;
04.10.2013;3;7,757;8;
04.10.2013;4;7,821;7;
04.10.2013;5;7,61;8;
04.10.2013;6;7,838;9;
04.10.2013;7;7,972;9;
04.10.2013;8;7,859;11;
04.10.2013;9;8,001;12;
04.10.2013;10;8,022;13;
04.10.2013;11;8,208;14;
04.10.2013;12;8,174;15;
04.10.2013;13;8,248;16;
04.10.2013;14;8,086;17;
04.10.2013;15;8,355;17;
04.10.2013;16;8,274;17;
04.10.2013;17;8,265;17;
04.10.2013;18;8,162;16;
04.10.2013;19;8,06;16;
04.10.2013;20;7,997;15;
04.10.2013;21;8,052;15;
04.10.2013;22;7,867;15;
04.10.2013;23;7,925;15;
05.10.2013;0;7,935;13;
05.10.2013;1;8,219;12;
05.10.2013;2;8,178;12;
05.10.2013;3;8,04;11;
05.10.2013;4;7,984;10;
05.10.2013;5;8,052;10;
05.10.2013;6;8,085;10;
05.10.2013;7;7,947;10;
05.10.2013;8;8,065;11;
05.10.2013;9;7,997;12;
05.10.2013;10;8,01;13;
05.10.2013;11;7,976;14;
05.10.2013;12;8,09;14;
05.10.2013;13;8,068;15;
05.10.2013;14;7,934;15;
05.10.2013;15;7,884;15;
05.10.2013;16;7,838;14;
05.10.2013;17;7,943;13;
05.10.2013;18;7,883;12;
05.10.2013;19;7,8;12;
05.10.2013;20;7,875;11;
05.10.2013;21;7,943;11;
05.10.2013;22;7,829;11;
05.10.2013;23;8,09;11;
06.10.2013;0;7,938;10;
06.10.2013;1;7,896;9;
06.10.2013;2;7,813;9;
06.10.2013;3;7,984;8;
06.10.2013;4;7,381;8;
06.10.2013;5;7,354;8;
06.10.2013;6;7,308;8;
06.10.2013;7;7,497;9;
06.10.2013;8;7,708;10;
06.10.2013;9;7,817;11;
06.10.2013;10;8,051;12;
06.10.2013;11;8,078;13;
06.10.2013;12;8,295;13;
06.10.2013;13;8,253;14;
06.10.2013;14;8,418;14;
06.10.2013;15;8,219;13;
06.10.2013;16;8,039;13;
06.10.2013;17;7,96;12;
06.10.2013;18;8,018;12;
06.10.2013;19;8,131;11;
06.10.2013;20;8,166;11;
06.10.2013;21;8,283;11;
06.10.2013;22;7,98;11;
06.10.2013;23;8,027;11;
07.10.2013;0;7,98;10;
07.10.2013;1;7,942;10;
07.10.2013;2;8,073;10;
07.10.2013;3;8,073;10;
07.10.2013;4;8,124;10;
07.10.2013;5;8,072;9;
07.10.2013;6;7,997;9;
07.10.2013;7;8,174;9;
07.10.2013;8;7,988;9;
07.10.2013;9;8,161;9;
07.10.2013;10;8,111;9;
07.10.2013;11;8,153;8;
07.10.2013;12;8,266;8;
07.10.2013;13;8,266;8;
07.10.2013;14;8,001;7;
07.10.2013;15;8,212;7;
07.10.2013;16;8,035;6;
07.10.2013;17;8,228;5;
07.10.2013;18;8,094;5;
07.10.2013;19;8,068;5;
07.10.2013;20;8,057;5;
07.10.2013;21;8,068;5;
07.10.2013;22;8,094;5;
07.10.2013;23;8,068;4;
08.10.2013;0;7,913;4;
08.10.2013;1;8,049;4;
08.10.2013;2;8,114;4;
08.10.2013;3;8,157;5;
08.10.2013;4;7,976;5;
08.10.2013;5;7,879;6;
08.10.2013;6;7,906;6;
08.10.2013;7;7,703;7;
08.10.2013;8;7,892;7;
08.10.2013;9;7,724;8;
08.10.2013;10;7,972;8;
08.10.2013;11;7,943;8;
08.10.2013;12;7,845;8;
08.10.2013;13;7,935;8;
08.10.2013;14;7,968;7;
08.10.2013;15;8,018;7;
08.10.2013;16;7,96;6;
08.10.2013;17;7,963;5;
08.10.2013;18;7,917;5;
08.10.2013;19;8,14;4;
08.10.2013;20;7,918;4;
08.10.2013;21;8,026;4;
08.10.2013;22;8,048;4;
08.10.2013;23;8,097;3;
09.10.2013;0;8,141;3;
09.10.2013;1;8,097;3;
09.10.2013;2;8,095;3;
09.10.2013;3;8,009;2;
09.10.2013;4;8,031;2;
09.10.2013;5;8,031;2;
09.10.2013;6;8,027;3;
09.10.2013;7;8,013;3;
09.10.2013;8;8,035;3;
09.10.2013;9;8,002;4;
09.10.2013;10;7,674;4;
09.10.2013;11;7,817;4;
09.10.2013;12;7,786;4;
09.10.2013;13;7,805;4;
09.10.2013;14;7,653;4;
09.10.2013;15;7,816;3;
09.10.2013;16;7,732;3;
09.10.2013;17;7,712;3;
09.10.2013;18;7,728;3;
09.10.2013;19;7,934;3;
09.10.2013;20;7,986;3;
09.10.2013;21;7,971;3;
09.10.2013;22;7,968;3;
09.10.2013;23;8,031;3;
10.10.2013;0;7,993;4;
10.10.2013;1;7,905;3;
10.10.2013;2;7,959;3;
10.10.2013;3;7,884;3;
10.10.2013;4;7,909;3;
10.10.2013;5;7,72;3;
10.10.2013;6;7,767;3;
10.10.2013;7;7,514;3;
10.10.2013;8;7,631;3;
10.10.2013;9;7,569;4;
10.10.2013;10;7,611;4;
10.10.2013;11;7,577;5;
10.10.2013;12;7,766;5;
10.10.2013;13;7,8;5;
10.10.2013;14;7,942;4;
10.10.2013;15;7,893;4;
10.10.2013;16;8,178;3;
10.10.2013;17;8,064;3;
10.10.2013;18;8,056;3;
10.10.2013;19;8,022;3;
10.10.2013;20;8,115;2;
10.10.2013;21;8,056;2;
10.10.2013;22;8,153;2;
10.10.2013;23;7,976;2;
11.10.2013;0;7,956;3;
11.10.2013;1;8,093;2;
11.10.2013;2;8,056;2;
11.10.2013;3;8,212;2;
11.10.2013;4;8,148;2;
11.10.2013;5;8,119;2;
11.10.2013;6;7,963;2;
11.10.2013;7;8,048;2;
11.10.2013;8;8,152;3;
11.10.2013;9;8,019;3;
11.10.2013;10;8,135;4;
11.10.2013;11;8,048;4;
11.10.2013;12;8,19;4;
11.10.2013;13;8,019;4;
11.10.2013;14;8,043;4;
11.10.2013;15;8,052;4;
11.10.2013;16;8,182;3;
11.10.2013;17;8,274;3;
11.10.2013;18;8,191;2;
11.10.2013;19;8,194;2;
11.10.2013;20;8,245;1;
11.10.2013;21;8,149;1;
11.10.2013;22;8,136;0;
11.10.2013;23;8,094;0;
12.10.2013;0;8,131;1;
12.10.2013;1;8,127;1;
12.10.2013;2;8,124;1;
12.10.2013;3;8,127;1;
12.10.2013;4;8,069;1;
12.10.2013;5;8,018;1;
12.10.2013;6;8,072;2;
12.10.2013;7;8,032;2;
12.10.2013;8;8,039;3;
12.10.2013;9;8,047;4;
12.10.2013;10;7,896;5;
12.10.2013;11;7,948;5;
12.10.2013;12;7,892;6;
12.10.2013;13;8,009;6;
12.10.2013;14;8,065;6;
12.10.2013;15;7,988;6;
12.10.2013;16;8,04;6;
12.10.2013;17;8,094;6;
12.10.2013;18;8,022;6;
12.10.2013;19;7,888;6;
12.10.2013;20;7,863;6;
12.10.2013;21;7,947;6;
12.10.2013;22;7,971;7;
12.10.2013;23;7,838;7;
13.10.2013;0;7,893;7;
13.10.2013;1;7,862;7;
13.10.2013;2;8,073;8;
13.10.2013;3;8,098;8;
13.10.2013;4;8,317;8;
13.10.2013;5;8,156;8;
13.10.2013;6;8,178;8;
13.10.2013;7;8,073;8;
13.10.2013;8;8,089;9;
13.10.2013;9;8,17;9;
13.10.2013;10;8,127;10;
13.10.2013;11;8,115;10;
13.10.2013;12;8,093;10;
13.10.2013;13;8,275;11;
13.10.2013;14;8,127;11;
13.10.2013;15;7,998;10;
13.10.2013;16;7,929;10;
13.10.2013;17;7,94;9;
13.10.2013;18;8,022;8;
13.10.2013;19;8,022;8;
13.10.2013;20;8,009;7;
13.10.2013;21;8,112;7;
13.10.2013;22;8,001;7;
13.10.2013;23;8,148;6;
14.10.2013;0;8,064;6;
14.10.2013;1;8,077;5;
14.10.2013;2;7,989;4;
14.10.2013;3;8,094;4;
14.10.2013;4;7,888;3;
14.10.2013;5;7,938;3;
14.10.2013;6;8,052;3;
14.10.2013;7;7,897;4;
14.10.2013;8;7,976;5;
14.10.2013;9;7,888;6;
14.10.2013;10;7,959;8;
14.10.2013;11;7,943;9;
14.10.2013;12;8,04;10;
14.10.2013;13;7,992;10;
14.10.2013;14;7,989;10;
14.10.2013;15;7,913;10;
14.10.2013;16;7,8;9;
14.10.2013;17;7,859;9;
14.10.2013;18;7,761;8;
14.10.2013;19;7,809;8;
14.10.2013;20;7,921;7;
14.10.2013;21;7,927;7;
14.10.2013;22;7,95;7;
14.10.2013;23;7,968;8;
15.10.2013;0;7,837;8;
15.10.2013;1;7,977;8;
15.10.2013;2;8,056;8;
15.10.2013;3;8,127;8;
15.10.2013;4;8,136;8;
15.10.2013;5;8,115;9;
15.10.2013;6;8,098;9;
15.10.2013;7;8,107;9;
15.10.2013;8;8,232;10;
15.10.2013;9;8,185;11;
15.10.2013;10;8,217;12;
15.10.2013;11;7,921;13;
15.10.2013;12;8,085;14;
15.10.2013;13;8,027;14;
15.10.2013;14;8,102;15;
15.10.2013;15;8,178;15;
15.10.2013;16;8,035;14;
15.10.2013;17;8,182;14;
15.10.2013;18;8,082;14;
15.10.2013;19;8,131;14;
15.10.2013;20;8,018;14;
15.10.2013;21;8,211;14;
15.10.2013;22;8,321;14;
15.10.2013;23;8,304;13;
16.10.2013;0;8,061;13;
16.10.2013;1;7,962;12;
16.10.2013;2;7,926;12;
16.10.2013;3;7,863;11;
16.10.2013;4;7,868;11;
16.10.2013;5;8,005;10;
16.10.2013;6;8,001;10;
16.10.2013;7;7,993;10;
16.10.2013;8;7,935;10;
16.10.2013;9;8,228;11;
16.10.2013;10;8,177;12;
16.10.2013;11;8,401;13;
16.10.2013;12;8,611;14;
16.10.2013;13;8,677;15;
16.10.2013;14;8,669;15;
16.10.2013;15;9,06;15;
16.10.2013;16;8,64;15;
16.10.2013;17;8,526;14;
16.10.2013;18;8,405;12;
16.10.2013;19;8,094;12;
16.10.2013;20;8,056;11;
16.10.2013;21;8,127;11;
16.10.2013;22;8,262;11;
16.10.2013;23;8,312;10;
17.10.2013;0;7,997;10;
17.10.2013;1;8,03;10;
17.10.2013;2;8,099;10;
17.10.2013;3;8,005;10;
17.10.2013;4;7,918;10;
17.10.2013;5;7,825;10;
17.10.2013;6;7,842;10;
17.10.2013;7;7,732;10;
17.10.2013;8;7,888;10;
17.10.2013;9;7,943;9;
17.10.2013;10;7,841;9;
17.10.2013;11;7,834;9;
17.10.2013;12;7,816;8;
17.10.2013;13;7,662;7;
17.10.2013;14;7,804;7;
17.10.2013;15;7,342;6;
17.10.2013;16;7,33;5;
17.10.2013;17;7,379;4;
17.10.2013;18;7,288;3;
17.10.2013;19;7,278;2;
17.10.2013;20;7,246;2;
17.10.2013;21;7,342;2;
17.10.2013;22;7,313;2;
17.10.2013;23;6,997;3;
18.10.2013;0;6,985;3;
18.10.2013;1;7,178;3;
18.10.2013;2;7,086;3;
18.10.2013;3;7,22;3;
18.10.2013;4;7,14;3;
18.10.2013;5;7,267;3;
18.10.2013;6;7,203;3;
18.10.2013;7;7,451;3;
18.10.2013;8;7,33;3;
18.10.2013;9;7,434;4;
18.10.2013;10;7,443;4;
18.10.2013;11;7,502;4;
18.10.2013;12;7,262;4;
18.10.2013;13;7,405;4;
18.10.2013;14;7,414;4;
18.10.2013;15;7,375;4;
18.10.2013;16;7,232;4;
18.10.2013;17;7,33;4;
18.10.2013;18;7,346;3;
18.10.2013;19;7,431;3;
18.10.2013;20;7,266;3;
18.10.2013;21;7,312;3;
18.10.2013;22;7,074;2;
18.10.2013;23;7,115;2;
19.10.2013;0;7,052;2;
19.10.2013;1;7,107;2;
19.10.2013;2;7,204;2;
19.10.2013;3;7,409;1;
19.10.2013;4;7,094;1;
19.10.2013;5;7,249;2;
19.10.2013;6;7,267;2;
19.10.2013;7;7,279;3;
19.10.2013;8;7,35;3;
19.10.2013;9;7,451;4;
19.10.2013;10;7,338;5;
19.10.2013;11;7,25;6;
19.10.2013;12;7,287;6;
19.10.2013;13;7,204;7;
19.10.2013;14;7,174;7;
19.10.2013;15;7,304;7;
19.10.2013;16;7,413;6;
19.10.2013;17;7,342;6;
19.10.2013;18;7,414;6;
19.10.2013;19;7,317;5;
19.10.2013;20;7,215;5;
19.10.2013;21;7,267;5;
19.10.2013;22;7,241;5;
19.10.2013;23;7,329;4;
20.10.2013;0;7,112;4;
20.10.2013;1;7,135;4;
20.10.2013;2;7,129;4;
20.10.2013;3;7,153;4;
20.10.2013;4;7,219;5;
20.10.2013;5;7,25;5;
20.10.2013;6;7,267;5;
20.10.2013;7;7,258;5;
20.10.2013;8;7,144;5;
20.10.2013;9;7,238;5;
20.10.2013;10;7,123;5;
20.10.2013;11;7,136;5;
20.10.2013;12;7,048;5;
20.10.2013;13;7,216;5;
20.10.2013;14;7,161;6;
20.10.2013;15;7,174;6;
20.10.2013;16;6,935;6;
20.10.2013;17;6,699;5;
20.10.2013;18;6,989;5;
20.10.2013;19;7,044;4;
20.10.2013;20;7,263;4;
20.10.2013;21;7,199;4;
20.10.2013;22;7,199;4;
20.10.2013;23;7,027;4;
21.10.2013;0;7,111;4;
21.10.2013;1;6,977;4;
21.10.2013;2;7,136;4;
21.10.2013;3;7,14;4;
21.10.2013;4;7,174;4;
21.10.2013;5;7,258;4;
21.10.2013;6;7,254;4;
21.10.2013;7;7,271;4;
21.10.2013;8;7,266;3;
21.10.2013;9;7,237;3;
21.10.2013;10;7,22;3;
21.10.2013;11;7,3;3;
21.10.2013;12;7,203;3;
21.10.2013;13;7,157;2;
21.10.2013;14;7,2;2;
21.10.2013;15;7,128;2;
21.10.2013;16;7,253;2;
21.10.2013;17;7,087;1;
21.10.2013;18;7,249;0;
21.10.2013;19;7,018;0;
21.10.2013;20;7,065;-1;
21.10.2013;21;7,023;-1;
21.10.2013;22;7,011;-2;
21.10.2013;23;6,892;-2;
22.10.2013;0;6,977;-2;
22.10.2013;1;7,093;-3;
22.10.2013;2;7,053;-3;
22.10.2013;3;7,107;-3;
22.10.2013;4;7,14;-3;
22.10.2013;5;6,964;-3;
22.10.2013;6;7,09;-2;
22.10.2013;7;7,049;-2;
22.10.2013;8;7,194;-1;
22.10.2013;9;6,977;-1;
22.10.2013;10;7,103;0;
22.10.2013;11;7,085;1;
22.10.2013;12;6,994;2;
22.10.2013;13;7,195;2;
22.10.2013;14;7,237;2;
